cov1,cov2,cov3,cov4,cov5,cov6,cov7,sal_pur_rat,igst_itc_tot_itc_rat,lib_igst_itc_rat
0.95007735,0.27325544,0.65470654,0.20676923,0.2533166,0.5133026,0.35134518,-0.029646281,0.2803077,-0.055962794
0.9954425,0.94921774,-0.12701684,-0.19997309,0.5086792,0.42906177,0.7142078,-0.030565465,-0.17576756,-0.05622977
0.99949616,0.98332894,0.04802976,0.057963144,-3.3935892e-05,-0.12502776,0.9478108,-0.03312457,1.9582962,-0.054334685
0.99934226,0.94194686,-0.12669629,-0.022799877,1.0860722e-05,0.77598614,0.899431,-0.032528464,1.518185,-0.054255474
0.9985425,1.0072999,0.4214602,0.41057658,-3.6232066e-06,0.9414007,0.19115688,-0.03312059,-1.0245515,-0.040783472
0.9890416,1.0252508,0.22092123,0.2621612,0.1946916,0.21266232,0.52359825,-0.030874532,0.77991325,-0.05421326
0.9191094,0.666582,1.084475,0.83685863,0.00036141428,-0.22259293,0.81522614,-0.026982771,0.9757646,-0.053391524
0.992819,0.9758468,0.66832083,0.5973627,-6.8961075e-05,-0.0065400996,0.6442216,-0.032472756,-0.0884286,-0.053988334
0.9980262,0.9902338,-0.007110138,-0.0018638646,-5.4357934e-05,0.49673662,0.19106977,-0.033319946,-1.0289127,-0.041524373
1.000337,0.14217535,0.34145802,-0.044008877,6.28234e-06,0.9304869,0.27410907,-0.03230356,-0.2317644,-0.054262564
0.99244285,0.9965181,0.8720786,0.8897722,-5.8247137e-05,-0.065126635,0.20222898,-0.02838461,-0.55828935,-0.052726015
0.99264175,0.51826197,0.54262066,0.5011124,0.00093613344,0.6581421,-0.069621034,-0.03644536,-1.1517823,0.34222078
1.0022066,0.98385143,-0.1352363,-0.23452024,-0.33668077,1.004596,0.017195752,-0.03575486,-1.2570378,-0.040490665
0.97639734,0.98496324,0.4757314,0.4258414,3.225134e-05,0.78867096,-0.039978754,-0.033351123,-1.0227131,-0.033516258
0.4732406,0.9857602,0.064625025,-0.34831503,0.00021096841,1.0002149,-0.12107975,-0.031100042,-0.9663044,-0.049854226
0.99959123,0.99277025,-0.15463546,-0.16402687,-1.12935795e-05,0.94560456,0.42910254,-0.032887105,-0.8464336,-0.052656546
0.99773616,0.97882754,-0.4758721,-0.27767828,0.3105322,0.5639717,0.95492566,-0.031060623,1.0860038,-0.057248227
0.9994191,0.9633519,0.5119087,0.45198908,-1.37448205e-05,0.5904534,0.90690345,-0.033020213,-0.29905024,-0.05421061
1.00019,0.98912203,0.2149276,0.19711499,-0.00012594684,0.88548076,0.04130392,-0.034892593,-1.0920204,0.1288345
0.9989387,0.9671026,0.0029797363,0.063434675,2.4461757e-05,0.5850368,0.5620402,-0.032843888,0.6516468,-0.05425756
0.9980823,0.96279556,0.6218508,0.48040915,-1.785009e-05,0.5725354,0.89601964,-0.032133166,1.4189874,-0.054343637
0.9997072,0.9939624,-0.20526525,-0.21848543,4.3527794e-05,0.9056695,1.0005329,-0.03257145,2.2260108,-0.054421343
0.9957959,-0.24250028,0.013974781,-0.08966009,-0.17120788,0.41845408,0.94151086,-0.03260097,0.57093126,-0.060118362
0.9499343,0.97820014,0.11586671,0.21352921,0.65172327,0.88481796,0.25762942,-0.032094073,0.3224061,-0.054476336
0.6174484,0.7412808,0.8801605,0.9485317,0.33855838,0.48594478,1.1184969,-0.033483144,2.0153613,-0.052282248
0.72220165,0.9881402,0.08554837,-0.023339031,-0.24917515,0.3542505,0.041540254,-0.03361982,-1.0166757,-0.05205051
1.0022167,1.0457367,-0.27796316,-0.22204529,0.43551046,-0.20439653,0.28932306,-0.030039657,-0.38034388,-0.055387788
0.99325615,0.9341051,0.61779046,0.42534566,-0.0062558413,-0.1465628,0.31847754,-0.038501233,-1.1732262,0.4838829
0.9927404,0.98824453,-0.016444672,-0.04116526,-4.058181e-05,0.9412871,0.73870677,-0.032844942,-0.9140695,-0.051113773
0.99838763,0.99456334,-0.26405436,-0.28726703,-1.2463321e-05,0.85516274,0.96433794,-0.03276739,0.37473077,-0.054167055
0.98012424,0.96965796,-0.076834686,0.05890098,-0.16216904,-0.486823,0.85467505,-0.030857934,0.87244576,-0.054125186
1.0037441,0.9313341,-0.32526517,-0.37084267,0.35940218,0.8885935,0.49825177,-0.035564102,-1.046893,-0.053165223
0.55861425,0.8143219,0.07245579,0.23280708,0.6029185,0.4794849,0.66567427,-0.033525478,0.5285698,-0.05395978
0.99911666,0.98369527,0.7145326,0.6453529,-7.192035e-06,0.81845087,0.12894128,-0.0321885,-0.5888627,-0.053738944
0.9983954,0.97321415,0.4321775,0.3929339,-0.013073435,0.90018034,0.9380267,-0.032194056,1.7316362,-0.05453785
0.54795533,0.7221147,0.22803167,0.1027385,0.35287902,0.90212125,0.36637932,-0.035416562,0.13045837,-0.04838758
1.0006833,0.75288695,0.34950674,0.034277167,-8.4958865e-06,0.64696306,0.42474732,-0.03217194,0.27517205,-0.05403878
0.9995632,0.9903965,0.8022887,0.8222716,-1.580118e-05,0.9724617,0.3146487,-0.032437902,-0.40014672,-0.05373573
0.99860626,0.5438515,0.9911149,0.3600068,6.500409e-05,0.778952,-0.058376145,-0.029186655,-0.86959225,-0.04881548
0.9841242,0.947705,0.6755182,0.62699765,0.12948258,0.6235293,0.9521047,-0.029960915,1.6597661,-0.051043812
0.99928224,0.9758086,0.08998957,0.10742931,1.3636063e-05,0.5797561,0.9021764,-0.032845955,1.5143944,-0.05439331
0.97028655,0.9648287,0.16078551,0.05035505,0.91602993,0.756739,0.85361314,-0.025728583,0.58539164,-0.050362114
0.9987116,0.90826255,-0.45837831,-0.4781763,0.00017375649,0.92333883,0.30483818,-0.032302,-1.0094016,-0.025956359
0.99932015,0.76985735,-0.29968682,-0.46148443,-1.6152752e-06,0.10217293,0.7807055,-0.033105996,-0.045964018,-0.05421183
0.9996377,0.9661536,0.53147227,0.39458543,-1.40651955e-05,0.74889505,0.44012475,-0.03238249,-0.59205806,-0.053702053
0.9997261,0.9963797,0.03777803,0.022515694,-1.5631211e-06,0.837665,0.766175,-0.032651592,1.3807254,-0.054393
0.9220605,0.8648586,1.2075455,0.9659771,0.00024027527,0.41520247,0.94826645,-0.02760124,1.7100834,-0.05379823
0.89749753,0.4255164,0.20595165,-0.1419542,0.8451538,0.63735616,0.07044088,-0.029492568,-0.52402854,-0.054254342
0.99955016,0.98225546,-0.3188915,-0.35780984,-1.0991831e-05,0.8237386,0.40375593,-0.03259773,-0.75862867,-0.05295777
0.99526405,0.9897317,0.8413529,0.81243634,6.4888605e-05,0.701937,0.3474382,-0.031474132,-0.62772316,-0.05303245
0.998144,0.7742995,0.52070117,0.28639987,-1.4933188e-05,0.7236006,0.9697434,-0.03201813,1.5120989,-0.05452832
0.9972345,1.0155752,0.19917533,0.13937153,0.611552,0.74432,0.5906347,-0.030530043,-0.23717435,-0.054121956
0.9993692,0.9887362,0.43489626,0.43796882,-3.1711894e-05,0.9960609,0.00086926477,-0.03301348,-0.7160935,-0.053519037
0.47596496,0.705782,-0.0712766,0.08508345,0.06927063,0.624684,0.73667854,-0.023507196,0.3066758,-0.05079592
0.9993354,1.0050296,0.5259393,0.5311033,-1.1137117e-05,0.0928885,0.92330515,-0.032763742,1.5591805,-0.054478377
0.96204567,0.69102234,0.69436795,0.41911927,3.534333e-05,0.69413364,0.7908443,-0.03164861,-0.63341856,-0.0536323
0.99884826,0.97378975,-0.44222927,-0.4466765,-3.4122587e-07,0.26987585,0.22369044,-0.03217354,0.61422694,-0.0540273
0.9949748,0.7968329,0.44116226,0.16560456,0.00036067294,0.8669195,0.12731318,-0.03485906,-1.068803,0.25371557
1.0012872,0.9820003,0.73532206,0.6129303,-0.0013992287,0.36814192,-0.52054906,-0.03838742,-0.99445426,0.6517093
1.0099639,1.0010074,-0.310919,-0.28169328,0.5829775,0.5459683,1.0170629,-0.028209353,0.99513537,-0.056693062
0.99283814,0.9560594,0.20655976,0.27782014,-6.6108896e-06,0.5505362,0.5496186,-0.032634806,0.32379413,-0.054184496
0.9987682,0.79713756,0.8438869,0.5170576,2.5430332e-05,0.5954457,0.4679681,-0.030187335,-0.40248722,-0.053495295
0.99976355,0.8450657,0.46872798,0.5334358,4.199903e-06,0.2893378,0.2999445,-0.03176603,-0.87913454,-0.05138818
0.99998116,0.99470407,0.20467131,0.22087972,8.364777e-06,0.9344682,0.9557787,-0.03240787,1.642052,-0.054375943
1.0012735,0.97372216,0.13907707,0.18041517,0.00056349265,0.9495557,-0.10559023,-0.034036517,-1.1553373,0.34516266
0.9842826,0.94405895,-0.05784038,-0.10592948,0.50502867,1.0537373,0.50583166,-0.03471737,-0.1912082,-0.052080993
1.0052843,1.0984674,0.19799843,0.3625543,0.39798293,-0.23556589,0.78324455,-0.02734634,0.5981485,-0.056054484
0.96299577,0.91588265,0.33652642,0.021897132,0.00022097827,0.4857088,0.028712263,-0.031571805,-0.9925555,-0.034290317
0.99938077,0.99074334,0.08609975,0.1018017,-2.682804e-05,0.26811996,0.96404517,-0.032686815,1.0009223,-0.05429682
0.9993687,0.9744417,0.43307784,0.41019395,-4.5238423e-05,0.96231383,0.42300162,-0.03262767,-0.7803222,-0.053098716
0.99187607,0.9875008,0.32358932,0.3031698,-7.236599e-05,0.8836507,0.20924766,-0.032930423,-0.940151,-0.05055986
0.99883074,0.9583046,-0.08882318,-0.15109088,-0.14436488,1.0689495,-0.21736129,-0.03481797,-0.9313843,-0.045699414
0.9988806,0.99502504,0.004442464,0.020666214,1.06893585e-05,0.6867713,0.8782008,-0.032418128,0.6069521,-0.054189503
0.9973738,0.9860998,-0.27077955,-0.28345484,-1.5681971e-05,0.8485427,0.51944184,-0.03281234,0.2283177,-0.05425309
0.9994113,0.9692779,0.564156,0.50112337,2.6723008e-05,0.95149106,-0.23776193,-0.03321533,-1.0009784,-0.04279232
0.99934626,0.9926043,0.2303183,0.20994046,-8.16061e-06,0.79637086,0.61929095,-0.03253491,-0.268147,-0.054045547
0.9992618,0.9855683,-0.03566799,-0.011073996,2.510953e-07,0.9703958,0.23562466,-0.032526102,0.0864384,-0.0540259
0.99905163,0.9811907,0.2157627,0.17843337,-5.78015e-06,0.9374984,0.699122,-0.032327343,-0.41651496,-0.053712342
0.98962957,0.17850474,0.19466338,0.049484912,-7.990598e-05,0.24343024,0.5436685,-0.032179005,-0.28400254,-0.05428001
1.0002278,0.93948007,0.7837192,0.6635014,-0.057116263,0.7871826,0.87011075,-0.03270756,1.3137323,-0.055075664
0.99968064,0.5159494,-0.47904843,-0.4642194,1.777486e-05,0.68444157,0.87621886,-0.03274803,1.1588459,-0.054456897
0.9992637,0.996761,0.9163821,0.9397294,4.7308964e-05,0.90590817,0.9114715,-0.031172452,0.010492726,-0.053914797
0.9929688,0.9866786,0.5535467,0.6274013,0.07268769,0.5624257,0.6407483,-0.026437787,-0.60400015,-0.055047687
0.99771476,0.99186695,0.7754788,0.73980796,-2.3613115e-05,0.51383775,-0.058401894,-0.030585155,-0.97746634,-0.038456317
0.9992077,0.75660235,0.34040955,-0.03775982,-7.6590896e-07,0.51737636,0.51003784,-0.031688724,-0.5684055,-0.053240307
0.998406,0.93423486,0.3905032,0.21943222,-3.757317e-06,0.92410153,0.8857133,-0.032225557,1.280574,-0.054477975
0.86320275,0.9867353,0.5402873,0.27098113,2.4927418e-05,0.63795626,0.39516357,-0.033378065,-0.30808336,-0.05360029
0.9990308,0.98261094,0.1514103,0.13910846,-2.6477863e-05,0.95070124,0.08609634,-0.03279733,-0.9895213,-0.04626684
0.8167924,0.9895509,0.73369217,0.595244,0.00024308042,-0.19835018,0.47081316,-0.028966466,0.0004513404,-0.053466413
0.99948794,0.77659196,0.0036297995,0.114992134,2.3712973e-05,0.6931448,0.7932354,-0.032443352,1.1380247,-0.05411996
0.99914926,0.9207044,0.21949986,0.16584285,8.580844e-06,0.2924172,0.9780579,-0.03259347,1.75309,-0.054388814
0.9989881,0.9813336,0.5923224,0.57397026,-7.028122e-06,0.756531,0.7741529,-0.032373115,-0.08521201,-0.05404544
0.9993258,0.9973798,-0.11234734,-0.09330131,-7.564564e-06,0.70332855,0.4911841,-0.032756712,-1.0279726,-0.038032953
0.9990312,0.98939466,-0.11101998,-0.12879431,3.7660462e-05,0.8934154,0.3957848,-0.032646727,0.111818746,-0.05411887
0.965802,0.88440263,0.04712216,0.013097609,0.00012397543,0.8734682,0.8183624,-0.01850871,0.6175524,-0.05179689
0.98288924,1.0199231,-0.25207087,-0.117525026,0.05830164,-0.058651607,0.7985771,-0.031112168,0.674782,-0.05275415
0.9763129,0.6088528,-0.06583155,0.0029732015,0.18075497,0.4474348,0.92103744,-0.031283766,1.3794879,-0.056927565
0.9250807,0.4238719,0.2774486,0.14140512,4.430871e-06,0.09046515,0.8974143,-0.032482047,1.313629,-0.054527692
0.9838269,0.97896904,-0.22998467,-0.12188804,0.123850204,0.10113468,0.90683204,-0.032080814,0.92760426,-0.055304524
0.98816454,0.98992765,0.47636288,0.48456895,-0.0001171179,-0.0826209,0.7080765,-0.03329087,-0.14039019,-0.05444869
0.95655364,0.976528,0.5634791,0.47879222,8.193414e-06,0.65225714,0.17046477,-0.03308892,-0.6824258,-0.05334374
0.9992122,0.9888055,0.30544123,0.27466342,-3.191306e-05,0.79191196,0.05806004,-0.032776818,-0.62246895,-0.053597175
0.9577106,0.33491632,-0.028464798,-0.17678948,0.12593848,0.3189235,-0.13903983,-0.033295203,-0.8395968,-0.051917948
0.92783123,0.39624938,-0.045140002,-0.21157269,7.291894e-06,0.33740455,0.76334155,-0.03326522,0.5881485,-0.05422945
0.998489,0.98223597,-0.12760645,-0.10329105,3.506766e-05,1.0405985,-0.5631224,-0.031841826,-0.3737715,-0.05313558
0.97922075,0.5271702,0.35473588,0.4684677,-1.656114e-05,0.95149535,0.7938742,-0.031178672,-0.8169748,-0.051860455
0.9945554,0.9586763,-0.19964278,-0.23791622,0.23169832,0.63569474,0.21672483,-0.033058573,-0.19466923,-0.055021282
1.0011499,-0.0109761,0.35608894,0.25338185,2.0151596e-05,0.094162546,0.8689422,-0.03170824,1.5083352,-0.055360302
0.9994465,0.88254094,0.24724077,0.14444758,1.0484468e-05,-0.0933942,0.90058583,-0.03313691,0.72278625,-0.054307904
0.99980646,0.98018897,-0.19111207,-0.2025428,2.6410084e-05,0.82932144,0.9894817,-0.032371,1.8231891,-0.054291267
0.8419451,0.8744401,1.3714309,1.1662858,0.6675155,0.79590076,0.44510356,-0.032458134,-0.3621963,-0.051015943
0.9992559,0.9863924,-0.24771062,-0.24049564,-2.6611973e-05,0.54740757,0.4312346,-0.03320953,-0.885914,-0.051762417
0.99035174,0.93722314,0.86659384,0.7886306,5.9449685e-05,0.23628409,0.84102917,-0.030311693,0.5285029,-0.054240517
0.3780278,1.0505903,1.1240067,0.71612746,0.0001334116,0.13588412,0.072591536,-0.025678955,-0.9262237,-0.04859331
0.9997158,0.9863346,-0.1916087,-0.20037101,4.754971e-06,0.89469945,0.7264009,-0.03265597,0.80876225,-0.054274686
0.9994641,0.957712,0.578796,0.49053597,2.8410564e-05,0.8237447,0.9330791,-0.032613125,1.4831011,-0.054461572
0.88787824,0.9793988,1.074118,0.9179355,0.00025980326,-0.20857416,0.94304866,-0.028394079,1.5930187,-0.053524684
0.9988643,0.9849205,0.5809689,0.59048045,-2.5803585e-05,0.75485283,0.65280634,-0.032104343,-0.87114066,-0.05058454
0.9996793,0.9714406,0.5911442,0.58864415,-2.2923936e-05,0.044356246,0.7906547,-0.03291794,0.051235333,-0.054252494
0.9982286,0.9951895,1.0785254,1.0056978,0.00033154862,-0.1765288,-0.0174808,-0.025984962,0.43924284,-0.052761722
0.9994385,0.9885131,0.19026817,0.19178183,-1.0783215e-05,0.8217979,0.9459952,-0.03242266,1.3108605,-0.05426679
0.9911758,-0.1328027,0.48923957,-0.20039956,-0.09362714,0.8454632,0.676353,-0.033832897,-0.52031785,-0.054144878
0.55410945,1.0158695,-0.5075257,-0.32814822,0.00043139013,1.0389444,-0.44527173,-0.02915842,-1.1694556,-0.046335444
0.99795747,0.32911298,1.0079191,0.53773457,8.864851e-05,0.3343601,0.59831136,-0.029724205,0.6041746,-0.054261222
0.999354,0.7613903,0.5972149,0.4349196,1.1277954e-05,0.57278925,0.45874605,-0.0322498,-0.24816507,-0.054007385
0.9997924,0.9539843,0.5770019,0.51529634,2.4666648e-05,0.3209465,0.07849144,-0.03125783,-0.918392,-0.05013659
0.99685675,0.98745733,0.1405543,0.06651429,1.46158145e-05,0.8083761,0.96304065,-0.032580566,1.8695842,-0.054454662
0.9990809,0.98485017,0.28394234,0.29106307,2.333672e-05,0.63921154,0.9483068,-0.032750856,1.738849,-0.05450866
0.9987759,0.9750995,-0.0410485,-0.008867559,5.19083e-06,0.93052626,0.6054091,-0.032675266,-0.5446611,-0.053707477
0.9989597,1.000846,0.81789225,0.8445911,3.9130555e-06,1.0052954,0.8720911,-0.03263978,1.5116109,-0.054567657
0.99676144,0.17045143,0.22643189,0.1519577,2.4383526e-05,0.06194951,0.86859536,-0.031702474,0.8852568,-0.054408997
0.88942856,0.03338883,0.47392523,0.2547372,0.00025763887,0.5672838,0.8666153,-0.031662516,1.4198997,-0.055280335
0.9997593,1.0006821,0.025781985,0.01645525,2.5272477e-06,0.89419717,0.6717118,-0.03249549,-0.04501079,-0.053978592
0.5426985,1.0552887,0.3754766,-0.16596912,6.234796e-05,0.56104153,0.42611495,-0.031676486,-0.88705844,-0.051612347
0.858064,0.076890506,-0.12917918,-0.02654173,-0.0062764646,0.1906407,0.44392055,-0.025094263,-1.0687442,0.46839988
0.9595349,0.95831215,-0.23883322,-0.22192244,0.7069516,0.25806966,0.976512,-0.025934372,0.81232506,-0.048294693
0.9994904,0.99002934,-0.27615157,-0.29038683,4.948081e-05,0.9278852,-0.12777568,-0.03302003,-1.0365698,-0.045367196
0.9972278,0.87913275,1.1779472,1.0500398,0.0002651565,0.057774503,0.2434593,-0.025053771,-0.16260667,-0.052056234
1.0000458,0.09246997,0.42653027,0.26740977,4.024814e-06,-0.030414501,0.8974362,-0.032657776,1.2341576,-0.054875236
0.6384226,1.0496793,0.33208817,0.023518989,1.3751547e-05,-0.27814886,0.6885697,-0.031184282,0.61052954,-0.054330606
0.38240314,1.0027168,0.0090564145,-0.25756106,-0.2996358,0.9615,0.23607115,-0.041056566,-1.2444679,-0.050135117
0.9290189,1.0191859,-0.13129291,-0.03520676,0.5998433,0.3365211,0.047670174,-0.032923676,-0.5999852,-0.053906273
0.9997498,0.9916316,0.36486503,0.36289343,-2.5449683e-05,0.887366,0.6098758,-0.03256026,-0.563143,-0.05365953
0.99989855,0.97130346,0.13815403,0.16165243,3.723066e-06,0.7162899,0.75993615,-0.032788865,1.2241913,-0.054421403
0.9821834,0.938554,0.16230594,0.35922098,0.0066396086,0.8726921,0.91712606,0.005467097,-0.62210983,0.0076833894
0.93505305,0.97774655,0.96661586,0.85174805,0.0005231142,-0.20547466,0.0823177,-0.03008695,-1.0668857,-0.027245367
0.9997641,0.3028843,0.07755854,0.08224486,-1.1721988e-05,0.057651002,0.81390625,-0.032303937,0.7263811,-0.054330766
0.9979845,0.62668705,0.37950042,-0.016184105,0.00054481777,0.94918674,-0.09915615,-0.03189428,-1.0712942,-0.007802814
0.98386455,1.0114298,-0.46461338,-0.5239392,4.16265e-06,0.9154937,0.76967,-0.03286571,-0.8257372,-0.052962832
0.9960605,0.8878495,-0.1273093,0.11015064,-0.13412063,0.09638258,0.8442616,-0.033079095,1.0461731,-0.055655457
0.9995875,0.98657686,-0.13642246,-0.13950801,-2.1921833e-05,0.49826148,0.4154963,-0.032894544,-0.78567386,-0.052984204
0.98409516,0.9848888,0.6065645,0.5500758,-5.034207e-05,0.8790944,0.96706635,-0.03256714,1.2464026,-0.054235872
1.0001839,0.7222119,0.3825846,0.15184084,2.326082e-06,0.11833062,0.8947732,-0.032627195,1.1944726,-0.054373916
0.9734599,0.9296706,0.32193223,0.27248082,0.95376223,0.92796063,-0.08560295,-0.030753901,-0.92461246,-0.04723298
1.0000985,0.950541,-0.5255546,-0.60622036,1.7551343e-05,0.7254651,0.88193583,-0.032775655,1.3603553,-0.054423727
0.9995145,0.97130734,0.035172816,-0.064223096,2.2941838e-05,0.6697745,0.76376957,-0.03245321,1.0012158,-0.054387607
0.99957234,0.9896113,0.25015435,0.26333442,1.0483074e-06,0.9455551,0.4004814,-0.03251751,0.30501086,-0.054223403
0.9994258,0.8510171,0.20946188,0.016047182,6.487231e-06,0.76612186,0.9363907,-0.032706402,1.7557446,-0.05440387
0.9994776,0.8025234,0.62378705,0.47458687,2.5199364e-05,0.9393086,0.8447494,-0.032219123,0.46856892,-0.05417199
0.99953794,0.8014086,0.65863097,0.23679978,3.2541913e-05,0.84892476,0.6044825,-0.031132212,-0.8716261,-0.050795585
0.99952173,0.9549922,0.5081919,0.5844436,-5.5082037e-06,0.87519246,0.47264978,-0.033050362,0.41597784,-0.054321546
0.9994204,0.9801195,-0.31026515,-0.31776074,-1.3122697e-05,0.825978,-0.020717869,-0.03242062,-0.7036162,-0.05321655
0.95854366,0.68232167,0.51459605,0.68199605,0.51537097,0.6295585,0.8507948,-0.02913701,1.0594636,-0.058596753
0.7462099,-0.019806052,0.4553984,-0.03260937,-1.5320618e-05,0.78584456,0.29112956,-0.031576227,-0.57349646,-0.053039063
0.99864745,0.98282975,0.017202627,0.086114086,-1.04591145e-05,0.49434456,0.86520624,-0.032703824,0.53047365,-0.054394744
0.8368997,0.6033522,0.53931093,0.14749907,0.00016917066,0.48442525,0.39024583,-0.03140006,-0.8524073,-0.050621342
0.98485905,0.9656326,1.0367631,1.0424597,-0.029404422,0.6155341,1.119553,-0.027400833,1.9460744,-0.047937095
0.99997824,0.50746816,-0.062322784,-0.14976503,2.2494803e-05,0.34049052,-0.10645629,-0.032135393,-0.82476234,-0.05251239
0.91695935,0.30060962,-0.046500135,-0.16646473,3.7660462e-05,0.038254518,-0.057040405,-0.03294441,-0.7273082,-0.052050233
0.9977953,0.43735948,0.61088294,0.002873021,-2.4134655e-05,0.70357543,-0.13616087,-0.031357717,-0.81179243,-0.051209025
0.9991102,0.9833944,-0.15388209,-0.17201929,-4.2639567e-06,0.5938714,0.5999078,-0.032915592,-0.07465796,-0.054057833
0.90953106,0.8959691,0.097175054,0.1287676,1.2298199,0.42665854,0.9015242,-0.023390047,0.8364528,-0.0448169
0.9293779,0.9730254,0.6554663,0.6281453,-3.133564e-05,0.19508786,0.9262701,-0.033111613,1.0810338,-0.05413554
1.0008562,-0.1650767,0.038139474,0.2089624,9.784113e-06,0.70435816,0.3417955,-0.0310024,-0.8208659,-0.051449474
0.9996616,0.98715365,0.23247111,0.2435135,1.9086163e-05,0.8723585,0.89994097,-0.032563467,1.4344437,-0.05451551
0.89365333,1.0208592,-0.041847084,-0.040677946,0.000113321104,0.8386475,0.36966473,-0.033027116,-0.5156759,-0.05349327
0.99807554,0.8169152,-0.22262588,-0.19301407,7.76128e-06,0.112653695,-0.07007844,-0.03270767,-0.9723365,-0.04805219
0.96897656,0.98820376,-0.111198165,0.14413092,-4.8185128e-05,0.66864103,0.8983117,-0.03329429,1.6136642,-0.053339228
0.9640224,0.99659884,0.44517434,0.60231376,0.5056749,0.029576918,0.804829,-0.027077083,0.8791098,-0.049588054
0.9992813,0.992508,-0.2587285,-0.27413154,-3.0989188e-05,0.29560396,0.3642064,-0.03305442,-0.60452014,-0.053664114
0.9811634,0.9782358,0.352537,0.41487157,-0.13273759,0.17104311,0.9675067,-0.0274151,1.6450068,-0.044875786
0.9195863,0.8653501,0.6974197,0.54066205,-0.00015065669,-0.010172288,0.9480708,-0.032328404,1.5072074,-0.054796085
0.99906814,0.9888801,0.07743011,0.09117648,-4.1125702e-05,0.6569239,0.24638663,-0.033380315,-0.9403166,-0.05207384
1.0003607,0.9909726,0.47331914,0.45426568,7.604818e-06,0.93614477,0.9876927,-0.032401398,2.2503402,-0.054439608
0.5090773,0.93558496,0.109161116,-0.14541769,-0.44914374,0.70374775,0.42011937,-0.041369535,-0.8827977,-0.06275141
0.9931232,0.9598034,-0.4770137,-0.5144737,-0.005813191,0.960868,0.21902601,-0.032958314,-0.7652796,-0.05321612
0.6797955,0.94404656,-0.021354828,-0.17375629,-0.00020755305,0.8606729,0.41650456,-0.03142281,0.079949126,-0.054315202
